,TCGA-A1-A0SK,TCGA-A1-A0SO,TCGA-A2-A04P,TCGA-A2-A04Q,TCGA-A2-A04T,TCGA-A2-A04U,TCGA-A2-A0CM,TCGA-A2-A0D0,TCGA-A2-A0D2,TCGA-A2-A0ST,TCGA-A2-A0SX,TCGA-A2-A0T0,TCGA-A2-A0T2,TCGA-A2-A0YE,TCGA-A2-A0YJ,TCGA-A2-A0YM,TCGA-A7-A0CE,TCGA-A7-A0DA,TCGA-A7-A13D,TCGA-A7-A13E,TCGA-A8-A07C,TCGA-A8-A07O,TCGA-A8-A07R,TCGA-A8-A07U,TCGA-A8-A08H,TCGA-A8-A08R,TCGA-AN-A04D,TCGA-AN-A0AL,TCGA-AN-A0AR,TCGA-AN-A0AT,TCGA-AN-A0FJ,TCGA-AN-A0FL,TCGA-AN-A0FX,TCGA-AN-A0G0,TCGA-AN-A0XU,TCGA-AO-A0J4,TCGA-AO-A0J6,TCGA-AO-A0JL,TCGA-AO-A124,TCGA-AO-A128,TCGA-AO-A129,TCGA-AO-A12F,TCGA-AQ-A04J,TCGA-AR-A0TP,TCGA-AR-A0TS,TCGA-AR-A0TU,TCGA-AR-A0U0,TCGA-AR-A0U4,TCGA-AR-A1AH,TCGA-AR-A1AI,TCGA-AR-A1AJ,TCGA-AR-A1AQ,TCGA-AR-A1AR,TCGA-AR-A1AY,TCGA-B6-A0I2,TCGA-B6-A0I6,TCGA-B6-A0IJ,TCGA-B6-A0IQ,TCGA-B6-A0RE,TCGA-B6-A0RT,TCGA-B6-A0RU,TCGA-B6-A0WX,TCGA-B6-A0X1,TCGA-BH-A0AV,TCGA-BH-A0B3,TCGA-BH-A0B9,TCGA-BH-A0BG,TCGA-BH-A0BL,TCGA-BH-A0BW,TCGA-BH-A0DL,TCGA-BH-A0E0,TCGA-BH-A0E6,TCGA-BH-A0RX,TCGA-BH-A0WA,TCGA-BH-A18G,TCGA-BH-A18K,TCGA-BH-A18Q,TCGA-BH-A18V,TCGA-BH-A1F0,TCGA-C8-A12K,TCGA-C8-A12V,TCGA-C8-A131,TCGA-C8-A134,TCGA-D8-A142,TCGA-D8-A143,TCGA-D8-A147,TCGA-E2-A14N,TCGA-E2-A14R,TCGA-E2-A14X,TCGA-E2-A14Y,TCGA-E2-A150,TCGA-E2-A158,TCGA-E2-A159,TCGA-E2-A1AZ,TCGA-E2-A1B5
TGFB1,-1.4295,-1.5851,-0.2447,-0.22699999999999998,-0.8833,-0.5497,-0.3111,-0.7099,-0.7208,0.0835,-0.2569,-0.5378,-0.7508,-0.185,-0.9711,-0.71,-1.3065,0.5147,-0.7439,-0.7603,-0.7418,-0.4983,-1.3923,-0.264,-0.3552,-0.4826,-1.3348,-0.305,-1.2046,-1.0377,-0.708,-1.1959,-0.8768,-1.0801,-0.6963,-0.3298,-0.9906,-0.192,-1.4685,0.0772,-0.6073,-0.7602,-0.1846,-1.2106,-0.2789,-1.0435,-0.3737,-0.0267,-1.1619,-0.3383,-0.5077,-0.149,-0.0305,-1.7299,-0.7236,-0.4324,-0.6845,-1.1153,-0.8393,0.1186,-0.9503,-0.3629,-0.9367,0.3428,-0.4258,-0.7861,-0.5894,-0.2141,-0.1278,-0.0429,-0.8617,-0.7894,-0.2314,-0.3954,-0.6437,-0.6303,-1.2167,-0.6174,0.1305,-0.3134,-0.1111,-0.3398,-0.9865,0.0058,-0.9711,-0.7931,-1.409,-0.5874,-0.19399999999999998,-0.6628,-0.2752,-1.1344,0.1696,-0.1438,0.3476
PSEN2,-1.0980833333,0.2434166667,0.9359999999999999,0.981833333333333,1.032583,0.9503333,0.1325833,1.66033333333333,0.7120000000000001,0.749916666666667,1.15925,1.454,0.3099166667,0.08975,0.9671666667000001,0.03333333,1.6625,0.806083333333333,0.29208333333333303,1.21966666666667,-0.03508333,0.985666666666667,1.8388333333333302,1.8945830000000001,0.5174166666666671,0.6996667,1.1135833333,-0.021,1.3555833333,-0.18558329999999998,1.22608333333333,-0.9480833000000001,0.79675,0.212833333333333,-0.18483329999999998,0.7526666670000001,0.8135,1.4918333333333302,1.613583,0.6849166667000001,1.158083,1.4729166666999998,0.13316670000000003,0.248,0.80375,0.9805833333,1.383083,0.9548333000000001,1.5240833333000001,0.4315,1.089,1.11233333333333,0.978916666666667,1.12475,0.22,0.3395,0.5326666666666671,1.1434166667,1.216,0.623,-0.1834166667,1.114833,0.9589166667,0.055999999999999994,1.089583,0.3935833,1.41,0.9751666999999999,1.35675,0.1704167,0.74425,1.5661666666999998,1.9805830000000002,0.642,1.34125,0.862833333333333,0.7929999999999999,-0.4976666666666671,1.5236666666666698,0.4443333,0.616166666666667,0.7914167,0.15,1.06,1.11741666666667,1.39625,0.669333333333333,0.883,0.82725,0.6595833333,1.4286666666666699,0.9330833000000001,1.40325,0.5980833333,0.48016670000000006
POLD4,-1.85425,-0.793125,-0.376875,0.140625,-0.860375,-1.06975,-0.29,-1.42275,-0.457375,0.567375,-0.061875,-0.241875,-0.1705,0.15775,0.203375,-0.546375,-0.740375,-0.28625,-0.653375,-0.03025,-0.614375,-0.627,-0.9815,0.435,0.9725,-0.24525,-1.03975,0.868125,-0.2495,-0.231875,-0.685625,-0.18775,-0.377,-0.273625,-0.41,0.138,0.181125,-0.4435,-0.95225,0.362625,-0.015875,0.52875,0.178375,-0.29825,0.611375,-0.89125,-0.053125,0.46525,-1.03425,-0.627375,-0.315625,-0.086,0.0595,-1.8415,0.95425,-0.137625,0.019875,-1.05925,-0.59175,0.529375,-0.551,0.093625,0.79425,0.281375,0.1565,-0.1205,0.273375,0.0855,0.5375,0.722875,-0.03,-0.4925,-0.050375,-0.22025,0.0595,0.604,-0.646875,0.405125,0.388375,-0.133625,0.019,0.144125,-0.237875,-0.137875,-0.4825,-0.842125,-1.306875,-0.41100000000000003,-0.424375,0.01075,-0.20875,-0.627125,0.292,0.01225,0.612375
EI24,0.6459999999999999,-0.1955,-0.23199999999999998,0.38299999999999995,0.0545,-0.5745,-0.539,1.022,0.8075,-0.3915,-0.5055,0.63,-0.27,-0.743,1.307,-0.7490000000000001,-0.19399999999999998,-0.6775,-0.6605,-0.6565,0.23,0.3875,0.0355,-0.052000000000000005,-0.516,0.387,0.8175,0.7975,1.286,0.025,-0.3005,0.7909999999999999,-0.456,1.1405,0.72,-0.3745,-0.223,0.3245,-0.7305,-0.017,0.059000000000000004,-0.4195,-0.0495,0.9590000000000001,-0.1365,-0.1575,0.002,-0.0365,0.7005,-0.1755,-0.5265,0.321,0.2605,0.7015,-0.5635,-0.9125,-0.615,0.2325,0.6455,-0.654,0.6025,-0.3405,-0.3235,-0.387,0.5835,0.5935,-0.2675,-0.276,0.4065,0.0795,0.2905,0.3685,1.1185,-0.054000000000000006,0.1375,1.1295,0.624,-0.3625,0.079,-0.8055,0.3775,0.299,0.0345,0.4295,-0.3205,-1.3075,0.848,0.536,0.733,0.11900000000000001,-0.276,-0.6679999999999999,0.4765,0.5589999999999999,0.6355
STK36,-1.2966666667,-1.6951666666999998,0.5711666999999999,-0.8205,-2.661667,-0.05833333,0.04766667,-0.2715,-0.8988333000000001,-0.9065,0.013999999999999999,0.0891666667,-0.909,0.07983333,-0.11583333330000001,-0.4356667,-1.101,-1.6030000000000002,-1.32983333333333,0.1415,-0.4426667,-0.569833333333333,-0.799666666666667,-1.606833,-0.27633333333333304,-0.42700000000000005,-0.6486666667000001,-0.6125,-0.21,0.6076666999999999,0.250166666666667,0.1075,-0.336,-0.163,0.7755,-0.47883333299999997,-0.9265,1.19183333333333,-1.329833,-0.0383333333,0.1111667,0.6248333333,-0.613,-1.81383333333333,-0.2438333,-0.0858333333,0.0025,0.19666670000000003,0.5238333333,-1.15816666666667,-0.4295,-0.055999999999999994,-0.4785,-1.8546666666666698,-0.3811666666666671,-1.22483333333333,-0.4021666666666671,0.369,-0.649333333333333,-0.679,-0.7551666667,0.08666667,-1.2363333333,-1.1755,-0.9186667,0.348,-1.08616666666667,-0.4346667,0.0131666666666667,-0.373,-1.27766666666667,-0.41100000000000003,-0.7096667,-0.5876667,-0.637333333333333,0.604833333333333,-0.920166666666667,-1.02516666666667,-0.442,0.3615,-0.0281666666666667,-0.1075,0.3921666666666671,-0.3895,-0.098,0.9096666999999999,-0.625333333333333,-1.26166666666667,-0.8143333,-1.4106666666999998,-0.132333333333333,-0.7633333000000001,-1.19866666666667,-0.9853333333,0.30983330000000003
RCHY1,1.2273333333,0.8043333333,-0.9426667,0.4473333333333329,1.7369999999999999,-0.6606666999999999,0.2216667,0.00933333333333336,0.45416670000000003,0.4328333333333329,-0.0275,0.7801666667,-0.8431666667000001,0.2528333,-0.4995,0.46566670000000004,0.7233333332999999,0.16783333333333303,0.735666666666667,0.161333333333333,0.18266670000000002,0.9815,2.12666666666667,0.3421667,1.248,0.009333333000000001,0.19666666670000002,0.756333333333333,-0.1663333333,1.492667,-0.29600000000000004,0.735,1.2429999999999999,1.6783333333333301,1.8556669999999997,1.763333333,0.590666666666667,-0.7145,0.3303333,0.9243333333,-0.7331667,-0.5673333333,1.045333,0.4508333333333329,1.214,0.903,0.1671667,1.621167,1.04,1.1205,1.3401666667,0.335833333333333,1.9476666666666698,1.36433333333333,-0.069,1.07333333333333,0.4075,-0.2155,-0.5028333333333329,0.316166666666667,0.6323333333,-0.4095,0.7195,-0.3925,0.179,0.8016667,0.555166666666667,0.3681667,2.4105,-0.18916670000000002,0.1495,-0.8826666667,-0.5945,0.5175,0.4768333333333329,-0.1935,0.959666666666667,0.47216666666666707,1.40016666666667,1.2085,0.821166666666667,-0.271,1.01266666666667,0.616,0.585,0.6438333,0.9205,0.40733333333333294,1.002,0.847,0.4243333333333329,1.9063330000000003,0.29516666666666697,1.0273333332999999,-1.023333
MAML1,0.1291,0.5538,0.0506,-0.1492,1.2319,0.2156,-0.0002,1.2226,-0.1212,0.3963,0.6952,-0.1754,-0.3149,-0.1214,-0.8249,-0.2656,-1.2501,0.9351,-0.4606,-0.7371,0.1357,0.3267,0.4103,0.0364,-0.5023,-0.3659,0.7483,-0.6777,0.685,-0.5222,0.3488,-0.9572,0.5732,-0.7469,-0.2098,0.1247,0.3069,0.4227,0.6231,0.0178,0.6026,-0.6692,0.3418,-0.2404,0.3573,1.6424,-0.2986,-0.5238,0.198,-0.2216,0.3578,-0.2065,-0.1057,0.872,0.5723,-0.4587,0.4299,0.4014,-0.1012,0.9877,0.3192,-0.1769,0.2102,0.2243,0.0981,0.3202,-0.0218,0.1054,0.0654,0.3293,-0.2837,-0.4947,-0.1638,-0.2024,0.2821,-0.1113,-0.1518,0.8716,0.1642,-0.1182,0.1101,-0.7472,-0.1949,0.3672,-0.1254,0.7245,0.3508,-0.382,0.5386,-0.0493,-0.2793,-0.0628,0.3697,0.3993,0.0249
SMAD1,1.9482,0.7394,1.8865,1.8597,0.8882,1.2614,1.3639,1.4340000000000002,2.2436,1.3844,1.0526,1.5686,1.7836,1.34,1.0270000000000001,1.8940000000000001,1.7183,0.4356,1.416,1.4056,1.6334,1.7288,0.0156,0.883,2.3165,0.9981,1.9391,1.4253,0.5557,0.7102,1.6667,1.2861,1.4564,1.431,2.2532,1.001,2.6084,2.3175,0.6597,1.649,1.2668,1.6663,2.2002,0.7048,0.7396,0.9638,0.3372,1.3414,2.4498,2.0845,1.8962,1.3704,1.6494,1.3814,1.0235,1.6421,1.79,2.6944,0.3763,1.0698,0.9598,1.1028,2.0182,0.858,0.9633,2.3664,0.9407,2.2427,1.2374,2.2158,1.0159,1.6932,1.7069999999999999,0.9102,2.2314,1.1768,1.2103,2.3096,1.6302,0.9572,1.0959,2.1869,1.0342,1.1757,1.7229,0.7631,1.4974,0.9105,1.0659,1.6697,0.6714,1.5921,1.2303,2.1966,0.7989
LRP2,1.743625,-0.568375,0.41275,4.00575,4.024,-0.37200000000000005,0.1995,2.354875,2.808375,2.0965,1.59225,-0.169375,-0.33275,-0.629875,-0.176625,-0.3685,1.235625,3.33,1.60625,-1.02775,-0.379125,0.3315,1.4135,2.680375,-0.988375,3.83125,-0.61275,-0.5888571428571429,2.553875,-0.548875,-1.112,-1.007833,1.6340000000000001,0.62975,-0.258625,0.055,-0.074875,1.601375,1.33725,1.6825,1.889625,-0.186375,2.7939999999999996,1.450375,2.416625,-0.312375,1.844375,-0.149375,-0.7054285714,3.821625,0.64725,0.593,0.0505,0.0318571428571429,-0.4075,1.765,0.484875,-0.36475,0.029875,0.953375,1.76275,0.308875,-0.29825,2.1345,3.99275,1.3995,2.0165,1.30425,2.559625,-0.42625,-0.5008571428571429,1.2175,3.545375,2.570375,0.00414285714285715,-0.68425,1.42775,-0.874142857142857,4.06,3.4515,3.470125,-0.812375,3.702875,0.030625,0.2465,-0.744625,4.789625,2.42175,2.01225,-0.4904285714,3.562875,-1.034571,0.2435,-0.250875,0.661875
EIF4EBP1,1.84475,-0.0845,0.76425,-0.9840000000000001,0.03375,0.4585,1.06225,-0.156,0.4225,-1.11025,-0.36075,-0.6215,0.6875,0.201,0.27325,2.18375,-0.51525,0.4585,-1.00275,0.41425,0.3345,0.26025,-0.4335,0.179,-1.2890000000000001,-2.6765,-0.8265,-0.2515,0.78575,-0.68225,-0.4265,0.50975,0.27775,0.9735,-0.3195,-1.35675,0.8195,-1.764,-0.93625,-0.28325,-0.32299999999999995,0.319,0.16375,-1.18425,-0.132,0.654,0.82475,0.14525,-0.1785,1.1125,-1.061,1.10975,0.7965,-1.9855,-0.23075,0.419,0.2905,-0.30875,0.3515,-0.466,-1.071,0.07475,0.055,-0.11375,0.302,0.08075,-0.86675,-0.478,-0.805,0.0255,-1.72525,1.05175,-0.3505,0.49275,-0.00475,0.327,-0.77175,0.19325,-0.285,-0.139,-0.44075,0.24675,-0.3285,-0.667,-0.3905,-0.252,0.6065,0.60075,-1.49325,-0.336,0.5015,-0.9765,1.10925,0.54025,0.29325
TGIF1,1.117,-0.473,0.9075,0.9995,-0.995,0.24600000000000002,0.5805,1.176,0.505,-0.095,0.1575,-0.1595,0.9275,-0.8735,1.1995,1.3285,1.0465,0.196,-0.4245,0.9890000000000001,0.3075,-0.4005,-0.129,-0.606,-0.6295,0.4935,1.2275,0.7215,-0.5705,-1.1015,1.037,0.685,0.1215,0.0775,-1.0995,0.127,-0.0455,1.1295,0.2,0.21,0.687,0.8690000000000001,0.075,0.0995,0.2255,1.0555,0.6065,-1.1075,1.107,-0.0295,-0.7295,0.8,0.285,-0.355,-0.2075,0.4165,-0.191,0.46399999999999997,0.88,-0.28,-0.21,0.955,-1.0415,0.46399999999999997,0.0545,-1.1235,1.1015,0.856,0.777,0.5945,0.4985,0.433,0.7385,0.064,0.3,-0.099,-0.7585,-0.23199999999999998,0.004,0.5095,0.353,1.173,-0.318,0.1995,0.3135,-0.6895,-0.2835,0.595,0.182,0.1035,1.345,-0.7190000000000001,1.036,-0.1495,0.1905
STK11,-0.103125,0.381,0.733625,0.382375,0.276375,0.230375,0.1985,1.14375,0.062375,0.5135,-0.068875,0.52525,0.40299999999999997,-0.898875,0.587125,0.298125,-1.11125,0.102625,0.193,0.09525,-0.2035,0.477625,0.409375,0.389125,0.0165,0.08375,0.794875,0.582125,0.089125,0.524375,1.2930000000000001,0.182875,-0.029125,-0.001875,-0.765125,-0.0095,0.0435,1.55075,-0.046375,0.556125,0.373875,-0.157,0.184625,-0.077125,0.613875,0.307,0.780375,0.709125,0.339375,0.67875,0.556125,0.231625,0.549875,-0.08875,-1.143,-0.19699999999999998,0.17725,0.121875,0.603,0.33725,0.115,0.54925,-0.07175,-0.043125,0.602375,0.018625,0.203625,-0.169125,0.056625,0.257375,0.753875,0.2635,0.273375,-0.338625,1.247,1.0605,0.5175,-0.033,0.286375,-1.1159999999999999,-0.23675,0.883875,0.72975,0.06675,-0.32875,0.096375,0.814875,-0.1205,0.642875,-1.378625,-0.436,-0.147,-0.2145,-0.40425,0.838625
ADAM17,0.35475,1.51075,0.77575,1.300375,0.7559999999999999,0.832625,0.261125,1.66075,0.55925,0.441375,0.776625,1.831875,1.80575,0.873875,1.9885,0.237125,1.0715,1.38625,1.13725,1.39375,0.8635,0.385625,-0.028999999999999998,0.73925,0.206375,0.697875,0.703375,0.659,0.7535,1.223875,0.67125,0.04075,1.236875,0.2,1.068,0.29725,0.100625,0.3195,0.332375,0.03725,1.068875,2.041625,0.737125,0.662625,0.873,1.507625,1.087125,-0.087375,2.905875,1.32875,0.933625,1.0095,0.47975,0.141375,1.2229999999999999,-0.050875,0.696,0.989125,1.370125,0.40125,0.073125,0.775625,0.005125,0.266125,1.47075,0.996625,0.583625,0.507375,1.743875,1.964125,1.662125,1.806375,1.281625,1.082125,0.897625,1.667625,-0.160875,-0.163125,0.820625,0.10800000000000001,0.609375,0.866875,0.86175,0.862375,0.90075,0.46825,1.652,0.6335,0.14625,0.17300000000000001,0.99775,1.26675,0.531875,1.06175,0.931625
PPM1D,0.0971666667,-0.6098333333,-2.434,-1.48666666666667,-1.3675,-1.396,-1.486,-2.359,-1.317667,-1.40416666666667,-0.8225,-0.3525,-2.0591666667,-1.610833,-1.4998333333000002,-0.2823333,-1.5393333333,-1.3811666666666698,-2.4125,-1.28766666666667,-0.5023333,-1.12633333333333,-0.8776666666666658,-1.7831669999999997,-0.880333333333333,-1.317333,-0.18,-1.6606666666666698,-1.9996666666999998,-1.1135,-0.154,-2.167667,-0.8948333,-1.65833333333333,-0.6045,-0.843666667,-1.5548333333333302,-1.6935,0.2601667,-1.4225,-1.9216669999999998,-1.8416666667,-0.7646666999999999,-0.881833333333333,-0.8053333,-1.6141666666999999,-1.198667,-0.7958333000000001,-0.8496666667,-1.45816666666667,-1.3943333333,-1.63833333333333,-1.4178333333333302,-0.4218333333333329,-2.53333333333333,-1.16733333333333,-1.4656666666666698,-1.4386666666999999,-1.2235,-1.4880000000000002,-0.9663333332999999,-1.268333,-1.4246666666999999,-0.993,-1.367167,-0.7938333000000001,-1.287,-1.5155,-0.704166666666667,-2.007833,-2.2201666666666697,-1.9476666666999998,-1.8511669999999998,-0.9451666999999999,-0.136333333333333,-1.18166666666667,-0.1225,-1.5621666666666698,-1.506,-0.7431667,-1.30033333333333,-2.201667,-1.04266666666667,-1.6105,-0.209,-0.9728333,-2.24716666666667,-0.866,-1.025833,-1.4853333333,-1.24316666666667,-1.756833,-1.517,-1.4395,-2.1785
BMP8B,1.2705,1.86275,1.1045,1.036,0.42875,1.58625,0.612,1.587,0.51875,0.512,1.0945,1.0025,1.07575,0.5475,1.3565,0.99575,0.51925,0.5539999999999999,2.35575,1.2409999999999999,0.845,1.556,0.86625,0.62575,0.5535,1.8455,0.98325,2.145,0.2175,1.3175,-0.0615,1.11825,0.825,0.74025,0.47925,1.276,1.24725,1.575,0.63375,0.11225,0.68975,1.70575,1.23075,1.10825,1.52075,-0.1855,0.3205,1.0765,0.6425,0.28125,1.0335,0.1905,0.70125,-0.76625,0.209,0.978,0.8325,0.5445,0.958,0.4125,0.69425,1.466,1.4765,2.491,1.8535,0.32825,1.26975,1.00175,0.61,1.1415,0.2055,1.0685,1.13125,1.22775,1.9409999999999998,0.3345,0.862,1.067,0.40225,-1.1525,-0.62525,1.21375,1.157,1.4845,0.998,0.7075,0.445,0.44799999999999995,0.7025,1.43,0.50825,1.38125,1.10575,0.24125,0.8005
PTEN,0.2508571429,-0.2369285714,0.2883571,-0.16578571428571398,-0.001714286,0.4585714,1.356286,0.335,-0.6985,1.10871428571429,1.2191428571428602,-0.5448571429,-1.1216428571,-1.580429,0.6650714286,0.4567143,0.0466428571,0.4801428571428571,-0.4275,0.8299285714285709,-0.1766429,0.7257142857142859,-0.10157142857142899,0.5535,0.7260714285714279,0.4211429,-2.3983571429,0.790142857142857,-2.3232142856999998,-1.7047139999999998,2.1842142857142903,0.1300714,0.4466429,1.13578571428571,0.255,0.911071429,-0.9659285714285721,-0.261230769230769,-1.535,-0.3519285714,-0.2855,-0.0598571429,-0.2245714,0.711642857142857,0.917,0.7199285714,-0.6247857,0.5859286,-0.5922142857,-0.734142857142857,0.7036428571,0.8896428571428571,0.7650714285714291,-1.03128571428571,1.33057142857143,0.43071428571428605,0.593,0.21292857140000002,0.597428571428572,0.5452142857142861,-0.2949285714,0.1225,-0.8834285714,0.961642857142857,-0.4852143,0.9073571,0.712142857142857,0.26,-0.44971428571428607,0.8602857,0.461,0.4872142857,0.5846429,-0.6552857,0.601071428571428,0.42235714285714293,0.22907142857142898,1.20521428571429,1.129,1.180643,0.40128571428571397,0.3022143,-1.32821428571429,-0.1835,0.7807142857142858,1.566857,-1.9875714285714299,0.0024285714285714396,0.04671429,1.0821428571,1.28128571428571,0.27092859999999996,-0.456714285714286,1.6531428571,-0.5115
SERPINB5,-0.3589166667,1.6999166666999999,-0.2025,-1.59625,3.5638330000000003,3.028,2.406167,0.511583333333333,1.294583,0.23508333333333303,-0.0754166666666667,1.6625833333000002,-0.22316666670000002,1.2919999999999998,4.0046666667,2.8025830000000003,2.3394166667,0.26541666666666697,2.33083333333333,4.22558333333333,1.298667,2.5115,1.4775833333333301,-0.9313333,-0.64875,-1.121583,1.1104166667,-0.6115,2.0484166666999997,3.7921669999999996,4.56675,-1.870167,3.596,2.03575,2.295583,3.456583333,1.6558333333333302,1.65975,1.8421669999999999,-1.7765,0.7639166999999999,-0.1128333333,1.259833,2.6795833333333303,2.5988330000000004,-0.7156666667,1.7713330000000003,0.25166669999999997,2.1605833333,2.4871666666666696,0.9453333333,2.4069166666666697,-0.75075,4.82083333333333,1.59966666666667,3.0963333333333303,2.3583333333333303,1.4398333333000002,2.127,2.5425833333333303,2.9995,1.365417,2.09175,3.125,1.6295,1.096417,2.2245,2.21025,0.2945,3.7304169999999996,2.165,2.65975,1.8956669999999998,3.189833,-0.528583333333333,2.86725,3.4008333333333303,3.33708333333333,0.126083333333333,1.98,1.8203333333333303,-0.009333333000000001,2.63908333333333,-1.3940000000000001,1.30633333333333,2.047333,2.11725,0.0851666666666667,4.30475,4.5370833333,2.14858333333333,2.39575,1.28333333333333,2.1433333333,1.35675
HES5,4.63775,0.7285,1.04125,1.95225,1.345,1.45,3.45125,0.171,0.52825,2.85075,1.479,1.19625,1.2819999999999998,1.0775,1.6855,0.04125,1.8175,1.96875,0.45125,2.19175,1.43225,0.6375,0.59775,0.88475,0.76125,1.53275,0.60225,1.693,1.51325,2.48175,1.0695,1.788,1.4680000000000002,0.71125,0.45875,1.68625,0.01925,1.82425,0.17075,1.8090000000000002,1.0085,0.02075,1.46675,0.68125,1.41275,0.7005,1.47075,0.5275,1.3785,0.835,0.2745,2.0545,3.21325,-1.3645,0.48625,1.28425,1.136,3.1265,2.22775,2.4795,1.062,2.94675,0.55875,0.498,2.47825,0.3015,1.32325,1.3495,0.919,4.5280000000000005,0.9325,0.8335,1.771,1.575,1.26225,1.0335,0.33925,3.86475,1.2775,-0.33275,0.9345,1.835,0.794,2.1865,1.88125,0.792,-0.71025,1.75025,2.327,2.635,1.50575,0.48125,2.6405,2.3105,1.15875
STEAP3,0.300375,-0.771375,0.7575,1.74825,0.316625,-0.018375,0.944125,2.60425,0.332125,-0.106375,0.306375,1.0290000000000001,0.601625,0.918625,1.849875,0.771375,-0.297375,1.494125,0.7925,-0.385125,0.269125,1.551375,0.586375,1.6380000000000001,-0.5685,1.402875,0.861375,1.30825,0.305375,1.107875,0.0568749999999999,0.641375,0.1935,-0.17575,0.9255,1.170375,0.071875,0.752125,1.22225,1.551125,1.585375,-0.81875,1.17525,1.922125,0.207375,-0.284875,1.101625,1.326375,-0.280375,0.6715,0.62875,0.882375,1.29575,0.40825,1.137375,0.47375,1.76625,0.10025,0.699625,0.062125,-0.22025,0.674125,1.3435,0.08199999999999999,1.317375,0.2175,0.694625,0.164375,0.604375,1.075375,1.270875,0.495625,-0.29575,1.327,1.047,1.744375,1.118875,0.619375,1.3775,0.59425,0.7415,0.268125,1.165,0.965625,-0.164375,0.386875,0.970375,0.097625,-0.10525,-0.008625,1.808,1.02875,0.32675,1.430125,0.060125
CASP8,-1.6122,-1.0531,-0.1133,-0.3527,-1.2838,-0.331,-0.3861,-0.7957,-0.9939,0.0609,-0.5128,-0.7845,-0.4486,-0.6765,-1.8852,-0.991,-1.5287,-1.4644,-1.0894,-1.3551,-0.7981,-1.3004,-0.5133,-0.4431,-0.9548,-0.9961,-1.3657,-0.1492,-1.3164,-1.0614,-0.9725,-0.4821,-1.0569,-0.7402,-0.7962,-0.9441,-1.1944,-0.3163,-1.1245,0.0725,-0.0552,-0.2203,-0.4813,-1.2647,-1.3047,-0.6725,-1.2177,-1.1556,-0.9693,-1.1361,-0.6277,-1.5952,-0.7631,-1.1772,-0.0294,-1.5909,-0.4577,-0.3579,-1.1476,-0.3393,-0.7864,-1.0372,-0.2795,-0.8266,-0.4687,-0.9248,-0.348,-1.0951,-0.2402,0.1425,-0.7836,-0.7509999999999999,-0.3497,-1.4964,-0.4658,0.3228,-1.2003,-1.1016,-0.8934,-1.1533,-0.5576,-0.2611,-0.3905,-1.514,-0.9736,-0.7164,-1.0128,-1.2092,-1.3507,-1.1072,-1.251,-0.2638,-1.4235,-1.5390000000000001,-0.2004
JAG1,-0.26283333329999997,-1.5738333333,0.9043333,1.3648333333333302,-1.194833,0.41433329999999996,0.6316666999999999,1.1335,1.478167,1.08183333333333,1.9225,2.016,-0.1453333333,-0.5878333,-0.1241666667,-0.8903333000000001,-0.3508333333,1.99733333333333,0.836666666666667,0.577666666666667,-0.4245,0.748333333333333,-1.10133333333333,0.2838333,1.4769999999999999,0.09699999999999999,-0.12666666669999999,0.911333333333333,-0.5131666667,0.6495,1.9553333333333303,-0.1676667,1.296833,0.7806666666666671,0.639,0.5525,2.0669999999999997,1.24066666666667,-0.8586666999999999,-1.3668333333000002,0.5870000000000001,0.4476666667,1.821,1.15366666666667,0.529,-0.9181666667,1.4045,1.073167,-0.5635,0.137333333333333,-0.1311666667,0.16016666666666698,1.25983333333333,-0.162333333333333,3.3285,0.9985,1.41083333333333,-0.22316666670000002,1.8145,-0.338666666666667,0.9625,1.509833,-0.425,0.806166666666667,1.154833,-0.311,1.9265,1.063667,1.57583333333333,2.4,-0.5138333333333329,0.1515,1.2115,0.7598333,-0.935333333333333,-0.563,0.5345,1.61166666666667,1.14333333333333,0.7651667,1.65633333333333,0.7281667,0.304,0.9735,0.5720000000000001,-0.8903333000000001,0.15433333333333302,0.848833333333333,0.0405,2.4386666666999997,0.4285,-0.8471666999999999,0.857333333333333,0.4101666667,0.22683330000000002
DTX1,2.42425,0.876875,0.105375,0.97225,-0.32025,1.198875,-0.42675,0.381,-0.2245,1.061,0.631,-0.398875,0.22525,0.612625,0.388875,0.107125,-0.46525,0.730125,0.78275,0.484,0.239,0.333875,-0.398625,0.79775,0.67875,-0.195375,0.962125,1.66485714285714,-0.21925,0.42325,0.8440000000000001,-0.1295,1.08275,0.13425,0.163625,1.31875,0.291125,-0.39271428571428607,0.0315,0.203,-0.048,-0.453875,1.12475,1.0505,1.022375,0.399875,-0.47075,0.03425,0.551,0.1175,0.9105,1.143875,0.541625,-0.274125,-0.13625,0.581625,-0.098125,0.884125,0.330375,1.359,0.4885,0.588125,0.94475,0.72075,0.68575,-0.224375,0.00237499999999999,0.899875,-0.263125,0.382375,1.360875,0.2585,0.351375,0.35775,-0.72775,-0.50325,0.223125,0.107875,0.82775,-0.301875,0.428125,-0.06,-0.192625,0.780375,1.121625,0.3225,-0.314125,-0.119625,1.300625,0.0245,0.459625,0.221875,1.1215,0.699375,0.979875
